date,open,high,low,close,volume
2023-04-20,89.12097374417394,91.12097374417394,87.12097374417394,89.12097374417394,851293
2023-04-21,87.2022025288749,89.2022025288749,85.2022025288749,87.2022025288749,878781
2023-04-22,87.17568865342568,89.17568865342568,85.17568865342568,87.17568865342568,991475
2023-04-23,87.23591886336672,89.23591886336672,85.23591886336672,87.23591886336672,960196
2023-04-24,89.699160975852,91.699160975852,87.699160975852,89.699160975852,1026507
2023-04-25,89.50680001107088,91.50680001107088,87.50680001107088,89.50680001107088,1106063
2023-04-26,89.80834735340449,91.80834735340449,87.80834735340449,89.80834735340449,1039833
2023-04-27,89.77363558369925,91.77363558369925,87.77363558369925,89.77363558369925,1052377
2023-04-28,88.60495754607972,90.60495754607972,86.60495754607972,88.60495754607972,966319
2023-04-29,89.74778036059473,91.74778036059473,87.74778036059473,89.74778036059473,921172
2023-04-30,90.49971339328151,92.49971339328151,88.49971339328151,90.49971339328151,1156902
2023-05-01,91.29074534032455,93.29074534032455,89.29074534032455,91.29074534032455,1118717
2023-05-02,90.38135788552981,92.38135788552981,88.38135788552981,90.38135788552981,859101
2023-05-03,91.78415219646591,93.78415219646591,89.78415219646591,91.78415219646591,1088790
2023-05-04,90.38230113367364,92.38230113367364,88.38230113367364,90.38230113367364,1166329
2023-05-05,90.96915822747391,92.96915822747391,88.96915822747391,90.96915822747391,823049
2023-05-06,93.15961385328389,95.15961385328389,91.15961385328389,93.15961385328389,1010677
2023-05-07,92.1690775281532,94.1690775281532,90.1690775281532,92.1690775281532,1160260
2023-05-08,91.60277979855042,93.60277979855042,89.60277979855042,91.60277979855042,1159523
2023-05-09,91.70243116363807,93.70243116363807,89.70243116363807,91.70243116363807,868385
2023-05-10,91.19895550952187,93.19895550952187,89.19895550952187,91.19895550952187,926131
2023-05-11,89.64829207845574,91.64829207845574,87.64829207845574,89.64829207845574,996489
2023-05-12,89.71685505326175,91.71685505326175,87.71685505326175,89.71685505326175,823289
2023-05-13,88.65455133953566,90.65455133953566,86.65455133953566,88.65455133953566,1172370
2023-05-14,89.12814377017084,91.12814377017084,87.12814377017084,89.12814377017084,1162937
2023-05-15,88.20871953593704,90.20871953593704,86.20871953593704,88.20871953593704,1071967
2023-05-16,89.75865394095457,91.75865394095457,87.75865394095457,89.75865394095457,991232
2023-05-17,88.97540064861833,90.97540064861833,86.97540064861833,88.97540064861833,1104119
2023-05-18,88.65333913241265,90.65333913241265,86.65333913241265,88.65333913241265,809540
2023-05-19,89.46685634978233,91.46685634978233,87.46685634978233,89.46685634978233,816364
2023-05-20,88.23599203334837,90.23599203334837,86.23599203334837,88.23599203334837,1197827
2023-05-21,88.46345196795251,90.46345196795251,86.46345196795251,88.46345196795251,827663
2023-05-22,89.77059472223493,91.77059472223493,87.77059472223493,89.77059472223493,851991
2023-05-23,88.1631114876737,90.1631114876737,86.1631114876737,88.1631114876737,988751
2023-05-24,88.34774534620601,90.34774534620601,86.34774534620601,88.34774534620601,1166326
2023-05-25,88.60762814045444,90.60762814045444,86.60762814045444,88.60762814045444,962049
2023-05-26,89.38945101223175,91.38945101223175,87.38945101223175,89.38945101223175,894704
2023-05-27,88.15250030135365,90.15250030135365,86.15250030135365,88.15250030135365,849115
2023-05-28,86.83204368826938,88.83204368826938,84.83204368826938,86.83204368826938,1153151
2023-05-29,87.35398525388628,89.35398525388628,85.35398525388628,87.35398525388628,1019295
2023-05-30,87.65096992711946,89.65096992711946,85.65096992711946,87.65096992711946,991962
2023-05-31,87.90146277746534,89.90146277746534,85.90146277746534,87.90146277746534,997459
2023-06-01,88.24791098696232,90.24791098696232,86.24791098696232,88.24791098696232,949143
2023-06-02,87.56788626538383,89.56788626538383,85.56788626538383,87.56788626538383,990347
2023-06-03,87.80013996254483,89.80013996254483,85.80013996254483,87.80013996254483,811938
2023-06-04,88.09321243584351,90.09321243584351,86.09321243584351,88.09321243584351,1153824
2023-06-05,87.37886101781714,89.37886101781714,85.37886101781714,87.37886101781714,804000
2023-06-06,89.2446355289619,91.2446355289619,87.2446355289619,89.2446355289619,1001660
2023-06-07,89.71846844987368,91.71846844987368,87.71846844987368,89.71846844987368,1163186
2023-06-08,88.52716495267104,90.52716495267104,86.52716495267104,88.52716495267104,1155754
2023-06-09,89.18371856130487,91.18371856130487,87.18371856130487,89.18371856130487,1051492
2023-06-10,88.20903689107755,90.20903689107755,86.20903689107755,88.20903689107755,1165835
2023-06-11,88.99612149482,90.99612149482,86.99612149482,88.99612149482,838304
2023-06-12,90.1547170738274,92.1547170738274,88.1547170738274,90.1547170738274,1131593
2023-06-13,89.3340347554757,91.3340347554757,87.3340347554757,89.3340347554757,882986
2023-06-14,90.29741088472001,92.29741088472001,88.29741088472001,90.29741088472001,951836
2023-06-15,90.71019181165651,92.71019181165651,88.71019181165651,90.71019181165651,908940
2023-06-16,91.53225197165101,93.53225197165101,89.53225197165101,91.53225197165101,1100638
2023-06-17,93.42904495430494,95.42904495430494,91.42904495430494,93.42904495430494,1065517
2023-06-18,93.18365683830208,95.18365683830208,91.18365683830208,93.18365683830208,943233
2023-06-19,92.4299206739446,94.4299206739446,90.4299206739446,92.4299206739446,897532
2023-06-20,91.54040624431906,93.54040624431906,89.54040624431906,91.54040624431906,1154802
2023-06-21,90.72459595935362,92.72459595935362,88.72459595935362,90.72459595935362,1185777
2023-06-22,90.64749424993953,92.64749424993953,88.64749424993953,90.64749424993953,900386
2023-06-23,90.98864622475617,92.98864622475617,88.98864622475617,90.98864622475617,827350
2023-06-24,91.2653370240862,93.2653370240862,89.2653370240862,91.2653370240862,893008
2023-06-25,92.0925202731222,94.0925202731222,90.0925202731222,92.0925202731222,1156441
2023-06-26,92.10552216500011,94.10552216500011,90.10552216500011,92.10552216500011,825351
2023-06-27,93.55905624215744,95.55905624215744,91.55905624215744,93.55905624215744,888668
2023-06-28,93.29439940891947,95.29439940891947,91.29439940891947,93.29439940891947,914585
2023-06-29,96.0145685755091,98.0145685755091,94.0145685755091,96.0145685755091,1137497
2023-06-30,96.6402359232741,98.6402359232741,94.6402359232741,96.6402359232741,1007869
2023-07-01,95.78307836685782,97.78307836685782,93.78307836685782,95.78307836685782,865953
2023-07-02,94.71218586879671,96.71218586879671,92.71218586879671,94.71218586879671,1119602
2023-07-03,95.19465828403989,97.19465828403989,93.19465828403989,95.19465828403989,1082502
2023-07-04,94.97119549871404,96.97119549871404,92.97119549871404,94.97119549871404,803267
2023-07-05,95.68519599280613,97.68519599280613,93.68519599280613,95.68519599280613,882745
2023-07-06,96.15843361737967,98.15843361737967,94.15843361737967,96.15843361737967,1151732
2023-07-07,96.08560470472281,98.08560470472281,94.08560470472281,96.08560470472281,1100657
2023-07-08,95.2388109866544,97.2388109866544,93.2388109866544,95.2388109866544,957164
2023-07-09,93.72396376196853,95.72396376196853,91.72396376196853,93.72396376196853,811338
2023-07-10,93.27744880990151,95.27744880990151,91.27744880990151,93.27744880990151,931484
2023-07-11,94.13384760422498,96.13384760422498,92.13384760422498,94.13384760422498,807543
2023-07-12,94.34794134835519,96.34794134835519,92.34794134835519,94.34794134835519,1168035
2023-07-13,93.1022025696432,95.1022025696432,91.1022025696432,93.1022025696432,860692
2023-07-14,93.27538349549438,95.27538349549438,91.27538349549438,93.27538349549438,1020156
2023-07-15,93.66070087522323,95.66070087522323,91.66070087522323,93.66070087522323,1023992
2023-07-16,92.77684343902209,94.77684343902209,90.77684343902209,92.77684343902209,1106569
2023-07-17,92.93056854496761,94.93056854496761,90.93056854496761,92.93056854496761,838756
2023-07-18,92.98877726341361,94.98877726341361,90.98877726341361,92.98877726341361,818888
2023-07-19,91.845806965583,93.845806965583,89.845806965583,91.845806965583,966807
